,Probe_Id,ILMN_Gene
20928,ILMN_1910540,HS.583872
20929,ILMN_1870609,HS.584678
20930,ILMN_1678296,LOC647413
20931,ILMN_1813955,SERTAD3
20932,ILMN_1658467,LOC645408
20933,ILMN_1727098,PPP1R16B
20934,ILMN_1867188,HS.535392
20935,ILMN_1724628,LOC144383
20936,ILMN_1786545,LOC642370
20937,ILMN_2291534,HSFY2
20938,ILMN_1768867,AP3B1
20939,ILMN_1789407,FAM18B2
20940,ILMN_1903907,HS.574351
20941,ILMN_1762995,LOC642350
20942,ILMN_1713471,ENOX1
20943,ILMN_2254562,FRS2
20944,ILMN_1793570,C11ORF72
20945,ILMN_1772123,ACACA
20946,ILMN_1832746,HS.584392
20947,ILMN_1659952,MTMR2
20948,ILMN_1814773,SH3BP5
20949,ILMN_1823028,HS.571051
20950,ILMN_1779648,HIST3H2A
20951,ILMN_1722279,DMD
20952,ILMN_1658494,C13ORF15
20953,ILMN_1751072,SRPRB
20954,ILMN_1655663,SC65
20955,ILMN_1884793,HS.385604
20956,ILMN_1652465,SLC26A4
20957,ILMN_1823063,HS.570181
20958,ILMN_1773497,C10ORF49
20959,ILMN_1879787,HS.569718
20960,ILMN_1834869,HS.565244
20961,ILMN_1837134,HS.499441
20962,ILMN_1842500,HS.558220
20963,ILMN_1846517,HS.354359
20964,ILMN_1735043,LOC648699
20965,ILMN_1817798,HS.428111
20966,ILMN_1774739,MMP14
20967,ILMN_1721333,AURKC
20968,ILMN_1678265,LOC646114
20969,ILMN_1753862,SRP54
20970,ILMN_1870350,HS.539766
20971,ILMN_1808018,FLJ45121
20972,ILMN_2317446,CXORF48
20973,ILMN_1660663,DYRK1A
20974,ILMN_1656883,LOC643201
20975,ILMN_1907324,HS.127539
20976,ILMN_1661781,LOC649203
20977,ILMN_2311518,TROVE2
20978,ILMN_1712067,CCDC135
20979,ILMN_1736894,LOC144983
20980,ILMN_1675671,ICOSLG
20981,ILMN_2355549,GSTT2
20982,ILMN_1738750,TFCP2
20983,ILMN_2401618,MLX
20984,ILMN_1853004,HS.248172
20985,ILMN_1684584,LOC652625
20986,ILMN_1903347,HS.515967
20987,ILMN_1826157,HS.584341
20988,ILMN_1727199,KLC4
20989,ILMN_1901272,HS.449297
20990,ILMN_1737380,BCAP29
20991,ILMN_1669032,PPIC
20992,ILMN_1903562,HS.545413
20993,ILMN_1871085,HS.562126
20994,ILMN_1721741,ATPBD1B
20995,ILMN_1714592,CDA
20996,ILMN_1659166,SLC6A15
20997,ILMN_1822215,HS.128309
20998,ILMN_1768469,TCN1
20999,ILMN_1912372,HS.540751
21000,ILMN_1796180,CRY2
21001,ILMN_1694780,GCHFR
21002,ILMN_1894650,HS.543885
21003,ILMN_1757441,GDF6
21004,ILMN_1837256,HS.207481
21005,ILMN_1657266,LOC649350
21006,ILMN_1738124,ZNF772
21007,ILMN_1761994,SMAD5
21008,ILMN_1673466,OR1A1
21009,ILMN_1674228,LOC651751
21010,ILMN_1873468,HS.557975
21011,ILMN_2189815,SLC22A10
21012,ILMN_1686972,LOC644580
21013,ILMN_1697729,MAP2K6
21014,ILMN_1661645,LOC731444
21015,ILMN_1915154,HS.561148
21016,ILMN_1912334,HYDIN
21017,ILMN_1660446,BTNL3
21018,ILMN_1761112,PORCN
21019,ILMN_1664872,CACNA1G
21020,ILMN_1788400,KIAA2022
21021,ILMN_1757388,OCEL1
21022,ILMN_1683920,LOC651100
21023,ILMN_1884750,HS.561735
21024,ILMN_2275502,RAPH1
21025,ILMN_1677628,ZNF268
21026,ILMN_1858219,HS.171984
21027,ILMN_1772055,VARS
21028,ILMN_2215061,ORC6L
21029,ILMN_1751161,COL7A1
21030,ILMN_1665123,NMNAT3
21031,ILMN_2157717,MYF6
21032,ILMN_1662224,LOC646149
21033,ILMN_1751346,ERBB3
21034,ILMN_1715928,BCAP29
21035,ILMN_1895867,HS.532776
21036,ILMN_1775950,CAND2
21037,ILMN_1795514,C3ORF25
21038,ILMN_1656865,LOC645602
21039,ILMN_1728564,LOC643090
21040,ILMN_1708608,LOC441869
21041,ILMN_1914405,HS.535454
21042,ILMN_1832809,HS.127509
21043,ILMN_1790533,PHACTR2
21044,ILMN_1664912,IL11RA
21045,ILMN_2170625,LOC389286
21046,ILMN_1671557,PHLDA2
21047,ILMN_1838039,HS.559830
21048,ILMN_1658235,LOC647135
21049,ILMN_1844361,HS.436323
21050,ILMN_1873759,HS.71912
21051,ILMN_2071598,CFHR3
21052,ILMN_2081344,PJCG6
21053,ILMN_1682463,LOC283174
21054,ILMN_1737298,MAT2A
21055,ILMN_1829851,HS.573996
21056,ILMN_2393067,ICAM4
21057,ILMN_1812000,LOC653200
21058,ILMN_1870783,HS.291856
21059,ILMN_1726969,OR51S1
21060,ILMN_1803180,PRDX6
21061,ILMN_1864661,HS.554596
21062,ILMN_2124425,KLK9
21063,ILMN_1833905,HS.26479
21064,ILMN_1672872,FGL1
21065,ILMN_1810900,LOC642497
21066,ILMN_1761844,ZCCHC17
21067,ILMN_1714461,RNF14
21068,ILMN_1843458,HS.582119
21069,ILMN_1748543,STRC
21070,ILMN_1863905,HS.541410
21071,ILMN_1785297,RAB19
21072,ILMN_1696265,MAP3K2
21073,ILMN_1844925,HS.583730
21074,ILMN_1780283,LOC198437
21075,ILMN_1692760,DPAGT1
21076,ILMN_1782786,LOC647995
21077,ILMN_1900430,HS.578716
21078,ILMN_1912130,HS.574434
21079,ILMN_1720944,LOC643426
21080,ILMN_1700556,LOC647521
21081,ILMN_2301193,ATP8B2
21082,ILMN_1680375,WDR17
21083,ILMN_1714643,MGAM
21084,ILMN_1671215,FBXL19
21085,ILMN_1717294,PTPN3
21086,ILMN_1656910,TRIM6
21087,ILMN_1879039,HS.563190
21088,ILMN_1711878,ENOPH1
21089,ILMN_1769752,LOC90342
21090,ILMN_1891714,HS.170939
21091,ILMN_1863821,HS.538483
21092,ILMN_1767556,C10ORF10
21093,ILMN_1781389,PGLYRP4
21094,ILMN_1841376,HS.579141
21095,ILMN_1651905,ZNF187
21096,ILMN_1878397,HS.570550
21097,ILMN_1700823,LOC645179
21098,ILMN_1837907,HS.563932
21099,ILMN_2244484,CCBL2
21100,ILMN_1670874,LOC645172
21101,ILMN_1652017,PPEF1
21102,ILMN_1654526,LOC645724
21103,ILMN_1766221,B4GALT1
21104,ILMN_1895660,HS.522036
21105,ILMN_1823231,HS.571502
21106,ILMN_1661572,APOBEC3D
21107,ILMN_1746317,NUPL1
21108,ILMN_1788817,MAGED4B
21109,ILMN_1730731,ERLIN1
21110,ILMN_2123743,FCER1G
21111,ILMN_2112599,C16ORF80
21112,ILMN_1898688,HS.540847
21113,ILMN_1740479,FABP2
21114,ILMN_1803531,LOC647891
21115,ILMN_1735155,GLB1
21116,ILMN_1784099,VPS13A
21117,ILMN_1688234,ASS1
21118,ILMN_1651496,HIST1H2BD
21119,ILMN_1813528,CCBE1
21120,ILMN_1742853,LOC652184
21121,ILMN_1658033,KIAA0251
21122,ILMN_1747589,HIST2H2AB
21123,ILMN_1858539,HS.580436
21124,ILMN_1916010,HS.541761
21125,ILMN_1755658,ABI3
21126,ILMN_1786627,LOC650796
21127,ILMN_1843779,HS.566685
21128,ILMN_1808300,PMS2CL
21129,ILMN_1663037,LRRC4C
21130,ILMN_2409078,SNHG10
21131,ILMN_1719785,UCK1
21132,ILMN_1821761,HS.213330
21133,ILMN_1856669,HS.534704
21134,ILMN_1667309,LOC643465
21135,ILMN_1750724,DKFZP686E2433
21136,ILMN_1679727,CLK1
21137,ILMN_2298588,TAOK2
21138,ILMN_1891997,HS.554374
21139,ILMN_1770682,TEP1
21140,ILMN_1867924,HS.542179
21141,ILMN_1852992,HS.573465
21142,ILMN_1665563,LOC645410
21143,ILMN_2297196,LRRC4B
21144,ILMN_1677608,NEUROD4
21145,ILMN_1668760,HAS3
21146,ILMN_1907956,HS.551458
21147,ILMN_1697373,LOC388910
21148,ILMN_1915799,HS.541965
21149,ILMN_1670398,BCR
21150,ILMN_1851280,HS.434261
21151,ILMN_2307903,VCAM1
21152,ILMN_1662629,SPAG11B
21153,ILMN_1658938,FAM90A12
21154,ILMN_2333829,NXF2
21155,ILMN_1692651,PHB
21156,ILMN_1657079,LOC652077
21157,ILMN_1892765,HS.541191
21158,ILMN_1889140,HS.561064
21159,ILMN_1651760,LOC646537
21160,ILMN_1807515,CSTF2T
21161,ILMN_1856075,HS.555717
21162,ILMN_1676041,LOC646210
21163,ILMN_1657977,MSRB2
21164,ILMN_1805799,CFHR3
21165,ILMN_2408139,CDC42
21166,ILMN_1698179,TAGLN3
21167,ILMN_1856112,HS.537721
21168,ILMN_1658381,PTCHD3
21169,ILMN_1779034,NADSYN1
21170,ILMN_1741021,CH25H
21171,ILMN_1804798,BEXL1
21172,ILMN_1652436,LOC646029
21173,ILMN_1670058,LOC642856
21174,ILMN_1902999,HS.541014
21175,ILMN_1901979,HS.158189
21176,ILMN_1797753,ARHGAP28
21177,ILMN_1902340,HS.539301
21178,ILMN_1690704,LOC646019
21179,ILMN_1654317,LOC643224
21180,ILMN_1684758,ETFB
21181,ILMN_1877892,HS.563859
21182,ILMN_1770742,TMEM55B
21183,ILMN_1782991,C1ORF108
21184,ILMN_1691578,GTF3C6
21185,ILMN_1660856,ALG11
21186,ILMN_1898198,HS.203337
21187,ILMN_1693679,STK16
21188,ILMN_1820043,HS.544959
21189,ILMN_1777347,LOC647841
21190,ILMN_1660036,LOC647760
21191,ILMN_1754860,MRPS12
21192,ILMN_1685881,GABPAP
21193,ILMN_1913207,HS.543398
21194,ILMN_2269673,CDY1
21195,ILMN_1864442,HS.379330
21196,ILMN_2288582,PCDHA12
21197,ILMN_1772073,OR2F2
21198,ILMN_1773885,DMAP1
21199,ILMN_2070375,GPR82
21200,ILMN_1898705,HS.528450
21201,ILMN_1830764,HS.543959
21202,ILMN_1724052,LOC730051
21203,ILMN_1707308,IKBKG
21204,ILMN_1754827,LRRC45
21205,ILMN_1912695,HS.571216
21206,ILMN_2379734,CTBP1
21207,ILMN_1903036,HS.576740
21208,ILMN_2288740,ZNF266
21209,ILMN_1806306,SV2B
21210,ILMN_1765371,LUC7L
21211,ILMN_1786176,CD37
21212,ILMN_1687749,TFEC
21213,ILMN_2206949,SFTPC
21214,ILMN_1777555,ESF1
21215,ILMN_1652151,LOC644829
21216,ILMN_1656266,FLJ38379
21217,ILMN_1777949,SPRR4
21218,ILMN_1673339,LOC648364
21219,ILMN_1725750,LOC644695
21220,ILMN_1876177,HS.584041
21221,ILMN_1793965,PCDHGA8
21222,ILMN_1682989,ADAMTS17
21223,ILMN_1884969,HS.544242
21224,ILMN_1674661,CIRBP
21225,ILMN_2042343,MRPL42P5
21226,ILMN_2415926,THOC3
21227,ILMN_2400613,SNX7
21228,ILMN_1664016,ARHGEF18
21229,ILMN_1731670,LPA
21230,ILMN_1888988,HS.563020
21231,ILMN_1680320,GBX2
21232,ILMN_2146418,CRIM1
21233,ILMN_1742468,LOC652433
21234,ILMN_1670304,LOC727866
21235,ILMN_1740864,TREML2
21236,ILMN_1754533,LOC645966
21237,ILMN_1885891,HS.561057
21238,ILMN_1712628,GTF2IRD1
21239,ILMN_2399769,GPR177
21240,ILMN_1770772,CMA1
21241,ILMN_1765851,TRADD
21242,ILMN_2386291,WTIP
21243,ILMN_1704291,LOC645317
21244,ILMN_2403994,RALY
21245,ILMN_2401352,UHRF1
21246,ILMN_1699027,LOC642194
21247,ILMN_2183409,SCARB1
21248,ILMN_1902526,HS.213486
21249,ILMN_1854048,HS.541276
21250,ILMN_1854296,HS.565471
21251,ILMN_1739138,OR1N1
21252,ILMN_1785990,LOC644097
21253,ILMN_1873112,HS.378070
21254,ILMN_1835951,HS.537478
21255,ILMN_1831787,HS.564082
21256,ILMN_1804455,LOC441931
21257,ILMN_1853818,HS.356962
21258,ILMN_1681402,LOC650036
21259,ILMN_1701042,GAK
21260,ILMN_1764891,ZNF384
21261,ILMN_1907915,HS.552232
21262,ILMN_1747683,AQP4
21263,ILMN_2365569,ICA1
21264,ILMN_1896721,HS.560981
21265,ILMN_1891042,HS.551803
21266,ILMN_2410905,HTR4
21267,ILMN_1800843,SCAMP4
21268,ILMN_1669114,WNK4
21269,ILMN_1706652,OGG1
21270,ILMN_1862112,HS.546053
21271,ILMN_1869704,HS.540180
21272,ILMN_1737842,LOC643664
21273,ILMN_1856058,HS.538746
21274,ILMN_1914904,HS.581372
21275,ILMN_1677197,RARA
21276,ILMN_2101719,C10ORF84
21277,ILMN_1721386,ERAS
21278,ILMN_1894722,HS.545704
21279,ILMN_1812416,ZNF705A
21280,ILMN_1667213,DFFA
21281,ILMN_1815859,ERCC2
21282,ILMN_1898953,HS.61750
21283,ILMN_1867725,HS.59666
21284,ILMN_1661269,LOC652379
21285,ILMN_1800997,LOC652471
21286,ILMN_1878584,HS.575569
21287,ILMN_2046315,GABARAPL2
21288,ILMN_1871612,HS.566420
21289,ILMN_1657643,KCNIP2
21290,ILMN_1784792,GRIN2B
21291,ILMN_2357334,CPN2
21292,ILMN_1784979,LOC652760
21293,ILMN_1746502,LOC399978
21294,ILMN_2154053,FVT1
21295,ILMN_1727646,CCDC144A
21296,ILMN_1675325,ENPEP
21297,ILMN_1727226,FLJ20397
21298,ILMN_1882041,LOC729025
21299,ILMN_1664283,C9ORF75
21300,ILMN_2220729,CLEC3A
21301,ILMN_1731506,PAX9
21302,ILMN_1656016,DHX9
21303,ILMN_1837763,HS.65839
21304,ILMN_1898826,HS.547824
21305,ILMN_1751338,NUP133
21306,ILMN_1681994,NPR2
21307,ILMN_1738921,ACAA1
21308,ILMN_1773148,C11ORF61
21309,ILMN_1673773,GALNTL4
21310,ILMN_1830794,HS.129416
21311,ILMN_1706706,WDR68
21312,ILMN_1886990,HS.97740
21313,ILMN_1776129,ASAH2
21314,ILMN_1735792,RHBDF2
21315,ILMN_1696126,STX18
21316,ILMN_1893440,HS.374124
21317,ILMN_1857453,HS.554397
21318,ILMN_1896316,HS.202197
21319,ILMN_1698992,LOC648612
21320,ILMN_1672161,ARPP-21
21321,ILMN_1716237,ACOT2
21322,ILMN_1681927,HDGF2
21323,ILMN_1815306,AP2A1
21324,ILMN_1880363,HS.542822
21325,ILMN_1736555,ZNF280D
21326,ILMN_2404256,PTPRT
21327,ILMN_1733107,NOC4L
21328,ILMN_1812896,ATP6V0A4
21329,ILMN_1900254,HS.540065
21330,ILMN_2390310,C17ORF91
21331,ILMN_1781720,ZNF720
21332,ILMN_2056167,DC2
21333,ILMN_1869736,HS.572063
21334,ILMN_1674694,LOC643918
21335,ILMN_1651532,LOC644519
21336,ILMN_1722673,PCDHB4
21337,ILMN_1794707,ATHL1
21338,ILMN_1847361,HS.26016
21339,ILMN_1675626,PRPF38A
21340,ILMN_1702335,BRD8
21341,ILMN_1690314,PRKACB
21342,ILMN_1822353,HS.565641
21343,ILMN_1861958,HS.560876
21344,ILMN_1747099,LUC7L2
21345,ILMN_1763907,C6ORF173
21346,ILMN_1705985,PIGA
21347,ILMN_1911085,HS.540027
21348,ILMN_1658513,IQSEC2
21349,ILMN_1777359,LOC644624
21350,ILMN_2307032,OSBPL5
21351,ILMN_1733616,TFEB
21352,ILMN_1786483,LOC343705
21353,ILMN_1820672,HS.541913
21354,ILMN_1720440,HEL308
21355,ILMN_1818502,HS.98463
21356,ILMN_2177928,KCNJ9
21357,ILMN_1724669,RUNX1T1
21358,ILMN_1837617,HS.583454
21359,ILMN_1660227,LOC646434
21360,ILMN_1908201,HS.538339
21361,ILMN_1909329,HS.545310
21362,ILMN_1797942,LOC643197
21363,ILMN_1768828,LOC651319
21364,ILMN_2113417,CRYGC
21365,ILMN_1751036,SMAD2
21366,ILMN_1779758,OR51B4
21367,ILMN_1833876,HS.147030
21368,ILMN_1815114,FLJ27365
21369,ILMN_1875917,HS.516916
21370,ILMN_1832120,HS.575861
21371,ILMN_1680844,LOC647493
21372,ILMN_1815141,LOC149448
21373,ILMN_1880016,HS.132533
21374,ILMN_1712597,LOC200726
21375,ILMN_1727055,C12ORF48
21376,ILMN_1685430,TRIM3
21377,ILMN_1750240,PTPN14
21378,ILMN_1811572,TAS2R46
21379,ILMN_1894907,HS.542287
21380,ILMN_1653125,PER1
21381,ILMN_1725547,COX6B2
21382,ILMN_1781280,SRD5A2L2
21383,ILMN_1651752,CXORF21
21384,ILMN_1891394,HS.564197
21385,ILMN_1840464,HS.564676
21386,ILMN_1908132,HS.443859
21387,ILMN_1700384,KIAA1522
21388,ILMN_1730549,LOC652734
21389,ILMN_1726758,LOC645402
21390,ILMN_1816704,HS.524426
21391,ILMN_1776524,LOC644634
21392,ILMN_1736562,TRIM39
21393,ILMN_1678728,FOXA2
21394,ILMN_1839106,HS.552103
21395,ILMN_2400512,PRKCSH
21396,ILMN_1704627,LOC642340
21397,ILMN_1768840,ST7OT4
21398,ILMN_1699211,LOC283970
21399,ILMN_1909191,HS.571403
21400,ILMN_1664748,SLC25A25
21401,ILMN_2361575,SNX14
21402,ILMN_1758215,ANKRD34C
21403,ILMN_1795404,SPOP
21404,ILMN_2397223,LGALS14
21405,ILMN_2325625,FBXO44
21406,ILMN_1658499,SYT13
21407,ILMN_1884442,HS.575615
21408,ILMN_1785179,UBE2G2
21409,ILMN_1716693,LOC731002
21410,ILMN_1836495,HS.139006
21411,ILMN_1654570,TEKT1
21412,ILMN_1801925,LOC340511
21413,ILMN_1816694,HS.175048
21414,ILMN_1663379,FBXL15
21415,ILMN_1866840,HS.544233
21416,ILMN_1875098,HS.562396
21417,ILMN_1703695,C19ORF12
21418,ILMN_1818542,HS.582129
21419,ILMN_1771238,CHM
21420,ILMN_1760698,WHDC1L2
21421,ILMN_2222234,PRDX4
21422,ILMN_1671500,ZCCHC5
21423,ILMN_2281225,PALM2-AKAP2
21424,ILMN_1823998,HS.538050
21425,ILMN_1653615,FLJ34969
21426,ILMN_2374383,TSPAN17
21427,ILMN_1830634,HS.126160
21428,ILMN_1890851,HS.544501
21429,ILMN_1727076,OR10H4
21430,ILMN_1805695,C6ORF170
21431,ILMN_1899341,HS.491024
21432,ILMN_2388070,TMEM44
21433,ILMN_1659013,NANOG
21434,ILMN_2197577,SPRR2C
21435,ILMN_2135991,C16ORF69
21436,ILMN_1684308,DEFB103B
21437,ILMN_1778836,SFRS7
21438,ILMN_1833478,HS.188979
21439,ILMN_1742064,SRA1
21440,ILMN_1888199,HS.568055
21441,ILMN_1893021,HS.538781
21442,ILMN_2184640,NOLC1
21443,ILMN_1663884,LOC730347
21444,ILMN_1714417,PSEN2
21445,ILMN_1668617,AKR1C2
21446,ILMN_1658094,ZNF365
21447,ILMN_1764496,LOC648476
21448,ILMN_2117240,DCK
21449,ILMN_1766706,MGC27165
21450,ILMN_1662880,FIS
21451,ILMN_1879895,HS.199755
21452,ILMN_2110338,NKPD1
21453,ILMN_2274306,NRP2
21454,ILMN_1712789,LOC646033
21455,ILMN_1900789,HS.582339
21456,ILMN_1901305,HS.571292
21457,ILMN_1681087,SLC7A10
21458,ILMN_2129658,OR2L8
21459,ILMN_1694502,PRIM1
21460,ILMN_1681591,PTPN1
21461,ILMN_1765993,DMBX1
21462,ILMN_1716071,PAQR3
21463,ILMN_1828111,HS.572624
21464,ILMN_1914927,HS.492187
21465,ILMN_1819690,HS.475322
21466,ILMN_1861906,HS.380543
21467,ILMN_1689176,C4ORF31
21468,ILMN_1767801,SAMD10
21469,ILMN_1706990,ZNF271
21470,ILMN_2198878,INPP4B
21471,ILMN_1817870,HS.545890
21472,ILMN_2119486,DMTF1
21473,ILMN_1913719,HS.542565
21474,ILMN_1863524,HS.542537
21475,ILMN_2407124,MCM8
21476,ILMN_1901399,HS.580607
21477,ILMN_1802404,ABCC1
21478,ILMN_1784349,LOC647191
21479,ILMN_1821588,HS.528452
21480,ILMN_2334042,THYN1
21481,ILMN_1796087,NBPF1
21482,ILMN_2261076,NEDD9
21483,ILMN_1690352,ADO
21484,ILMN_1770725,C9ORF58
21485,ILMN_1785324,MTHFD1
21486,ILMN_2285390,PABPC5
21487,ILMN_1845602,HS.576768
21488,ILMN_2334989,CCT3
21489,ILMN_1730209,OR5A1
21490,ILMN_1889472,HS.351542
21491,ILMN_1678882,KIR2DL1
21492,ILMN_1675923,LOC648527
21493,ILMN_1667737,DNAHL1
21494,ILMN_1666310,LOC390259
21495,ILMN_1819953,HS.542562
21496,ILMN_1760575,PTP4A1
21497,ILMN_1805216,GPC6
21498,ILMN_1906532,HS.447648
21499,ILMN_1703305,TWF2
21500,ILMN_1686466,FBXO24
21501,ILMN_1809248,SLC2A11
21502,ILMN_1823640,HS.543562
21503,ILMN_1858388,HS.583821
21504,ILMN_1710652,MTMR8
21505,ILMN_1693323,C6ORF162
21506,ILMN_1875852,HS.578947
21507,ILMN_1655171,PCDHGC5
21508,ILMN_1880107,HS.223984
21509,ILMN_2380967,DNASE1L1
21510,ILMN_1880285,HS.520854
21511,ILMN_1695005,C1ORF62
21512,ILMN_1682165,NT5C2
21513,ILMN_1809562,LOC651714
21514,ILMN_1789828,VPS13A
21515,ILMN_1797102,ST6GAL2
21516,ILMN_1689046,FLJ20273
21517,ILMN_1775073,ZNF273
21518,ILMN_2200503,NIT2
21519,ILMN_1731589,PTPRJ
21520,ILMN_1688279,PVRIG
21521,ILMN_2145396,AKR7A3
21522,ILMN_1676435,FLJ34690
21523,ILMN_2405667,CLDN15
21524,ILMN_1833806,HS.545082
21525,ILMN_1714427,LOC651118
21526,ILMN_1734283,LOC644666
21527,ILMN_1661359,LOC158830
21528,ILMN_1714717,TMEM34
21529,ILMN_1682696,LOC652373
21530,ILMN_1797526,LOC400120
21531,ILMN_1880578,HS.544671
21532,ILMN_1742705,SLC39A11
21533,ILMN_1669062,CCR2
21534,ILMN_1827413,HS.283188
21535,ILMN_1718946,ADAM10
21536,ILMN_1658989,MEX3B
21537,ILMN_1844068,HS.293427
21538,ILMN_1658709,LAMB1
21539,ILMN_1719909,OVOS2
21540,ILMN_2117569,C1ORF176
21541,ILMN_1656134,CNOT7
21542,ILMN_1661940,CAMTA1
21543,ILMN_2224833,ADIPOR2
21544,ILMN_2073012,TMEM203
21545,ILMN_1668634,FBXW7
21546,ILMN_1727194,CALU
21547,ILMN_1730957,NBPF10
21548,ILMN_1816882,HS.145573
21549,ILMN_1656504,ZNF304
21550,ILMN_2132309,CETN1
21551,ILMN_1673721,EXO1
21552,ILMN_1799299,PRPF38B
21553,ILMN_1702581,LOC652519
21554,ILMN_1913059,HS.531363
21555,ILMN_1884168,HS.543820
21556,ILMN_1870997,HS.566697
21557,ILMN_1858409,HS.579046
21558,ILMN_1654261,TRPV1
21559,ILMN_1867080,HS.583388
21560,ILMN_2067852,SLC30A1
21561,ILMN_1740857,PCDHB15
21562,ILMN_1759448,CPZ
21563,ILMN_1665094,SPTLC1
21564,ILMN_1732806,LOC642849
21565,ILMN_1913639,HS.290694
21566,ILMN_1779633,PSMD6
21567,ILMN_1738957,LOC645581
21568,ILMN_1899852,HS.434185
21569,ILMN_1675706,APOA4
21570,ILMN_1690625,SLC9A8
21571,ILMN_1772168,LOC650187
21572,ILMN_1821969,HS.579225
21573,ILMN_1653205,C8ORF59
21574,ILMN_1867513,HS.564831
21575,ILMN_1730319,LOC646835
21576,ILMN_1725244,HAT1
21577,ILMN_2155452,HPR
21578,ILMN_1834948,HS.475678
21579,ILMN_1870705,HS.4290
21580,ILMN_1762061,C21ORF41
21581,ILMN_1709333,OAS2
21582,ILMN_1780605,LOC133609
21583,ILMN_2160476,CCL22
21584,ILMN_2136133,PABPC1
21585,ILMN_1804461,MYH14
21586,ILMN_1654354,GNAT3
21587,ILMN_1895850,HS.553196
21588,ILMN_1736162,GC
21589,ILMN_2395314,PRKACA
21590,ILMN_1917272,HS.580139
21591,ILMN_1834533,HS.149264
21592,ILMN_1793578,ZFP37
21593,ILMN_1733360,LOC441459
21594,ILMN_1887735,HS.148886
21595,ILMN_2219512,NPHP4
21596,ILMN_1694080,ZNF804B
21597,ILMN_1891930,HS.581224
21598,ILMN_1777220,VCP
21599,ILMN_2242299,AJAP1
21600,ILMN_1815102,LCAT
21601,ILMN_1733655,LOC643936
21602,ILMN_2110908,MYC
21603,ILMN_1822990,HS.131074
21604,ILMN_2222695,ZNF491
21605,ILMN_1662963,PSD2
21606,ILMN_1763127,CCBP2
21607,ILMN_1661440,MGC15634
21608,ILMN_1897348,HS.539259
21609,ILMN_1724368,LOC642859
21610,ILMN_1911072,HS.539005
21611,ILMN_2231911,AUH
21612,ILMN_1730047,C10ORF141
21613,ILMN_1654900,LOC649851
21614,ILMN_1655710,LOC642989
21615,ILMN_1783161,DAB2IP
21616,ILMN_1915949,HS.544642
21617,ILMN_1895309,HS.201826
21618,ILMN_1658369,TACR3
21619,ILMN_2044293,KBTBD7
21620,ILMN_1674064,ZNF225
21621,ILMN_1896761,HS.582419
21622,ILMN_1725260,CDC25C
21623,ILMN_1882953,HS.535825
21624,ILMN_1888330,HS.149232
21625,ILMN_1709571,LOC654126
21626,ILMN_1770634,ZNF665
21627,ILMN_1688256,RTKN
21628,ILMN_1802456,DCTD
21629,ILMN_2128133,TTF1
21630,ILMN_1844971,HS.147132
21631,ILMN_1893083,HS.579949
21632,ILMN_1908163,HS.274586
21633,ILMN_2311456,COL11A2
21634,ILMN_1872506,HS.436316
21635,ILMN_1915630,HS.540973
21636,ILMN_1881923,HS.580955
21637,ILMN_1894732,HS.201715
21638,ILMN_1669692,IKZF3
21639,ILMN_1789614,TPT1
21640,ILMN_1724016,C15ORF44
21641,ILMN_1700633,ABHD4
21642,ILMN_1851949,HS.539714
21643,ILMN_1812777,MRPL35
21644,ILMN_2376833,ZNF200
21645,ILMN_1750777,MAGEA5
21646,ILMN_1860401,HS.580556
21647,ILMN_1783864,LOC390349
21648,ILMN_1828754,HS.555126
21649,ILMN_1692554,PGK2
21650,ILMN_1700024,UST
21651,ILMN_1659026,POLR2K
21652,ILMN_1854136,HS.569912
21653,ILMN_1652379,SUCLG2
21654,ILMN_1692983,SULT2A1
21655,ILMN_1690682,B3GALT4
21656,ILMN_1675765,LOC442049
21657,ILMN_1710682,SUOX
21658,ILMN_1886735,HS.555036
21659,ILMN_1814600,DEPDC1B
21660,ILMN_1887069,HS.569853
21661,ILMN_1870149,HS.242576
21662,ILMN_1706805,TRPM5
21663,ILMN_1916119,HS.514368
21664,ILMN_1808383,ARL11
21665,ILMN_2101025,ZNF75
21666,ILMN_1738818,RAG1
21667,ILMN_2279367,FCAR
21668,ILMN_1885629,HS.576524
21669,ILMN_1908840,HS.199657
21670,ILMN_1707717,BAALC
21671,ILMN_1802928,LOC646041
21672,ILMN_1825850,HS.545086
21673,ILMN_1883697,HS.158564
21674,ILMN_1745112,FAM102A
21675,ILMN_1781057,IFNW1
21676,ILMN_1775587,STX19
21677,ILMN_1698225,MYO5A
21678,ILMN_1843052,HS.104751
21679,ILMN_1685930,DPH4
21680,ILMN_1853612,HS.126415
21681,ILMN_1693831,LOC649407
21682,ILMN_1846373,HS.89257
21683,ILMN_1725320,SIGLEC1
21684,ILMN_1675507,AKAP2
21685,ILMN_1670322,FCHO2
21686,ILMN_1685433,COL8A1
21687,ILMN_2091217,UNQ9433
21688,ILMN_1654922,LOC642718
21689,ILMN_1800147,LOC650823
21690,ILMN_1914013,HS.436107
21691,ILMN_1901370,HS.147485
21692,ILMN_1889215,HS.61208
21693,ILMN_1773154,NFKBIA
21694,ILMN_1655921,GTF2E1
21695,ILMN_2331231,TNFRSF6B
21696,ILMN_1897776,HS.120204
21697,ILMN_2162564,DYNLT3
21698,ILMN_2193717,RAB42
21699,ILMN_2098743,THEM2
21700,ILMN_2038775,TUBB2A
21702,ILMN_1803236,CLCA2
21703,ILMN_1736479,FLJ32679
